GO IPR KO
GO:0003905 IPR036995 K13529
GO:0003905 IPR036995 K01247
GO:0003905 IPR003180 K03652
GO:0003905 IPR003180 K13529
GO:0003905 IPR003180 K01247
GO:0003906 IPR020629 K10773
GO:0003906 IPR020629 K10765
GO:0003906 IPR020629 K13295
GO:0003906 IPR020629 K10772
GO:0003906 IPR020629 K01741
GO:0003906 IPR020629 K10771
GO:0003906 IPR005759 K10773
GO:0003906 IPR005759 K10765
GO:0003906 IPR005759 K13295
GO:0003906 IPR005759 K10772
GO:0003906 IPR005759 K01741
GO:0003906 IPR005759 K10771
GO:0003906 IPR012319 K10773
GO:0003906 IPR012319 K10765
GO:0003906 IPR012319 K13295
GO:0003906 IPR012319 K10772
GO:0003906 IPR012319 K01741
GO:0003906 IPR012319 K10771
GO:0003906 IPR000214 K10773
GO:0003906 IPR000214 K10765
GO:0003906 IPR000214 K13295
GO:0003906 IPR000214 K10772
GO:0003906 IPR000214 K01741
GO:0003906 IPR000214 K10771
GO:0003906 IPR015886 K10773
GO:0003906 IPR015886 K10765
GO:0003906 IPR015886 K13295
GO:0003906 IPR015886 K10772
GO:0003906 IPR015886 K01741
GO:0003906 IPR015886 K10771
GO:0003908 IPR001497 K00567
GO:0003908 IPR001497 K10778
GO:0003908 IPR001497 K13531
GO:0003910 IPR036599 K18951
GO:0003910 IPR036599 K10777
GO:0003910 IPR036599 K10747
GO:0003910 IPR036599 K01971
GO:0003910 IPR036599 K10776
GO:0003910 IPR012308 K18951
GO:0003910 IPR012308 K10777
GO:0003910 IPR012308 K10747
GO:0003910 IPR012308 K01971
GO:0003910 IPR012308 K10776
GO:0003910 IPR000977 K18951
GO:0003910 IPR000977 K10777
GO:0003910 IPR000977 K10747
GO:0003910 IPR000977 K01971
GO:0003910 IPR000977 K10776
GO:0003910 IPR012309 K18951
GO:0003910 IPR012309 K10777
GO:0003910 IPR012309 K10747
GO:0003910 IPR012309 K01971
GO:0003910 IPR012309 K10776
GO:0003910 IPR012310 K18951
GO:0003910 IPR012310 K10777
GO:0003910 IPR012310 K10747
GO:0003910 IPR012310 K01971
GO:0003910 IPR012310 K10776
GO:0003910 IPR029710 K18951
GO:0003910 IPR029710 K10777
GO:0003910 IPR029710 K10747
GO:0003910 IPR029710 K01971
GO:0003910 IPR029710 K10776
GO:0003911 IPR004149 K01972
GO:0003911 IPR013839 K01972
GO:0003911 IPR013840 K01972
GO:0003911 IPR004150 K01972
GO:0003911 IPR001679 K01972
GO:0003917 IPR023406 K03165
GO:0003917 IPR023406 K03168
GO:0003917 IPR023406 K03169
GO:0003917 IPR023406 K03163
GO:0003917 IPR014711 K03165
GO:0003917 IPR014711 K03168
GO:0003917 IPR014711 K03169
GO:0003917 IPR014711 K03163
GO:0003917 IPR013030 K03165
GO:0003917 IPR013030 K03168
GO:0003917 IPR013030 K03169
GO:0003917 IPR013030 K03163
GO:0003917 IPR014727 K03165
GO:0003917 IPR014727 K03168
GO:0003917 IPR014727 K03169
GO:0003917 IPR014727 K03163
GO:0003917 IPR001631 K03165
GO:0003917 IPR001631 K03168
GO:0003917 IPR001631 K03169
GO:0003917 IPR001631 K03163
GO:0003917 IPR000380 K03165
GO:0003917 IPR000380 K03168
GO:0003917 IPR000380 K03169
GO:0003917 IPR000380 K03163
GO:0003917 IPR005733 K03165
GO:0003917 IPR005733 K03168
GO:0003917 IPR005733 K03169
GO:0003917 IPR005733 K03163
GO:0003917 IPR018521 K03165
GO:0003917 IPR018521 K03168
GO:0003917 IPR018521 K03169
GO:0003917 IPR018521 K03163
GO:0003917 IPR036202 K03165
GO:0003917 IPR036202 K03168
GO:0003917 IPR036202 K03169
GO:0003917 IPR036202 K03163
GO:0003917 IPR008336 K03165
GO:0003917 IPR008336 K03168
GO:0003917 IPR008336 K03169
GO:0003917 IPR008336 K03163
GO:0003917 IPR013500 K03165
GO:0003917 IPR013500 K03168
GO:0003917 IPR013500 K03169
GO:0003917 IPR013500 K03163
GO:0003917 IPR013034 K03165
GO:0003917 IPR013034 K03168
GO:0003917 IPR013034 K03169
GO:0003917 IPR013034 K03163
GO:0003917 IPR013499 K03165
GO:0003917 IPR013499 K03168
GO:0003917 IPR013499 K03169
GO:0003917 IPR013499 K03163
GO:0003918 IPR013760 K03167
GO:0003918 IPR013760 K02469
GO:0003918 IPR013760 K02470
GO:0003918 IPR013760 K02621
GO:0003918 IPR013760 K03166
GO:0003918 IPR013760 K03170
GO:0003918 IPR013760 K03164
GO:0003918 IPR013760 K02622
GO:0003918 IPR004085 K03167
GO:0003918 IPR004085 K02469
GO:0003918 IPR004085 K02470
GO:0003918 IPR004085 K02621
GO:0003918 IPR004085 K03166
GO:0003918 IPR004085 K03170
GO:0003918 IPR004085 K03164
GO:0003918 IPR004085 K02622
GO:0003918 IPR005734 K03167
GO:0003918 IPR005734 K02469
GO:0003918 IPR005734 K02470
GO:0003918 IPR005734 K02621
GO:0003918 IPR005734 K03166
GO:0003918 IPR005734 K03170
GO:0003918 IPR005734 K03164
GO:0003918 IPR005734 K02622
GO:0003918 IPR013757 K03167
GO:0003918 IPR013757 K02469
GO:0003918 IPR013757 K02470
GO:0003918 IPR013757 K02621
GO:0003918 IPR013757 K03166
GO:0003918 IPR013757 K03170
GO:0003918 IPR013757 K03164
GO:0003918 IPR013757 K02622
GO:0003918 IPR001154 K03167
GO:0003918 IPR001154 K02469
GO:0003918 IPR001154 K02470
GO:0003918 IPR001154 K02621
GO:0003918 IPR001154 K03166
GO:0003918 IPR001154 K03170
GO:0003918 IPR001154 K03164
GO:0003918 IPR001154 K02622
GO:0003918 IPR005743 K03167
GO:0003918 IPR005743 K02469
GO:0003918 IPR005743 K02470
GO:0003918 IPR005743 K02621
GO:0003918 IPR005743 K03166
GO:0003918 IPR005743 K03170
GO:0003918 IPR005743 K03164
GO:0003918 IPR005743 K02622
GO:0003918 IPR015320 K03167
GO:0003918 IPR015320 K02469
GO:0003918 IPR015320 K02470
GO:0003918 IPR015320 K02621
GO:0003918 IPR015320 K03166
GO:0003918 IPR015320 K03170
GO:0003918 IPR015320 K03164
GO:0003918 IPR015320 K02622
GO:0003918 IPR013506 K03167
GO:0003918 IPR013506 K02469
GO:0003918 IPR013506 K02470
GO:0003918 IPR013506 K02621
GO:0003918 IPR013506 K03166
GO:0003918 IPR013506 K03170
GO:0003918 IPR013506 K03164
GO:0003918 IPR013506 K02622
GO:0003918 IPR002205 K03167
GO:0003918 IPR002205 K02469
GO:0003918 IPR002205 K02470
GO:0003918 IPR002205 K02621
GO:0003918 IPR002205 K03166
GO:0003918 IPR002205 K03170
GO:0003918 IPR002205 K03164
GO:0003918 IPR002205 K02622
GO:0003918 IPR002288 K03167
GO:0003918 IPR002288 K02469
GO:0003918 IPR002288 K02470
GO:0003918 IPR002288 K02621
GO:0003918 IPR002288 K03166
GO:0003918 IPR002288 K03170
GO:0003918 IPR002288 K03164
GO:0003918 IPR002288 K02622
GO:0003918 IPR000565 K03167
GO:0003918 IPR000565 K02469
GO:0003918 IPR000565 K02470
GO:0003918 IPR000565 K02621
GO:0003918 IPR000565 K03166
GO:0003918 IPR000565 K03170
GO:0003918 IPR000565 K03164
GO:0003918 IPR000565 K02622
GO:0003918 IPR013759 K03167
GO:0003918 IPR013759 K02469
GO:0003918 IPR013759 K02470
GO:0003918 IPR013759 K02621
GO:0003918 IPR013759 K03166
GO:0003918 IPR013759 K03170
GO:0003918 IPR013759 K03164
GO:0003918 IPR013759 K02622
GO:0003918 IPR018522 K03167
GO:0003918 IPR018522 K02469
GO:0003918 IPR018522 K02470
GO:0003918 IPR018522 K02621
GO:0003918 IPR018522 K03166
GO:0003918 IPR018522 K03170
GO:0003918 IPR018522 K03164
GO:0003918 IPR018522 K02622
GO:0003918 IPR011557 K03167
GO:0003918 IPR011557 K02469
GO:0003918 IPR011557 K02470
GO:0003918 IPR011557 K02621
GO:0003918 IPR011557 K03166
GO:0003918 IPR011557 K03170
GO:0003918 IPR011557 K03164
GO:0003918 IPR011557 K02622
GO:0003918 IPR013758 K03167
GO:0003918 IPR013758 K02469
GO:0003918 IPR013758 K02470
GO:0003918 IPR013758 K02621
GO:0003918 IPR013758 K03166
GO:0003918 IPR013758 K03170
GO:0003918 IPR013758 K03164
GO:0003918 IPR013758 K02622
GO:0003918 IPR001241 K03167
GO:0003918 IPR001241 K02469
GO:0003918 IPR001241 K02470
GO:0003918 IPR001241 K02621
GO:0003918 IPR001241 K03166
GO:0003918 IPR001241 K03170
GO:0003918 IPR001241 K03164
GO:0003918 IPR001241 K02622
GO:0003919 IPR015864 K14656
GO:0003919 IPR015864 K11753
GO:0003919 IPR015864 K00953
GO:0003919 IPR002606 K14656
GO:0003919 IPR002606 K11753
GO:0003919 IPR002606 K00953
GO:0003922 IPR001674 K01951
GO:0003934 IPR018234 K09007
GO:0003934 IPR018234 K01495
GO:0003934 IPR018234 K22391
GO:0003934 IPR001474 K09007
GO:0003934 IPR001474 K01495
GO:0003934 IPR001474 K22391
GO:0003937 IPR002695 K11176
GO:0003937 IPR002695 K00602
GO:0003938 IPR005990 K00088
GO:0003941 IPR004644 K17989
GO:0003941 IPR004644 K01752
GO:0003941 IPR005131 K17989
GO:0003941 IPR005131 K01752
GO:0003942 IPR023013 K12659
GO:0003942 IPR023013 K00145
GO:0003942 IPR000706 K12659
GO:0003942 IPR000706 K00145
GO:0003949 IPR011858 K01814
GO:0003950 IPR036616 K00774
GO:0003950 IPR036616 K15258
GO:0003950 IPR036616 K10798
GO:0003950 IPR036616 K10799
GO:0003950 IPR036616 K15260
GO:0003950 IPR036616 K15261
GO:0003950 IPR036616 K15259
GO:0003950 IPR031275 K00774
GO:0003950 IPR031275 K15258
GO:0003950 IPR031275 K10798
GO:0003950 IPR031275 K10799
GO:0003950 IPR031275 K15260
GO:0003950 IPR031275 K15261
GO:0003950 IPR031275 K15259
GO:0003950 IPR012317 K00774
GO:0003950 IPR012317 K15258
GO:0003950 IPR012317 K10798
GO:0003950 IPR012317 K10799
GO:0003950 IPR012317 K15260
GO:0003950 IPR012317 K15261
GO:0003950 IPR012317 K15259
GO:0003950 IPR004102 K00774
GO:0003950 IPR004102 K15258
GO:0003950 IPR004102 K10798
GO:0003950 IPR004102 K10799
GO:0003950 IPR004102 K15260
GO:0003950 IPR004102 K15261
GO:0003950 IPR004102 K15259
GO:0003951 IPR017438 K00858
GO:0003951 IPR017437 K00858
GO:0003951 IPR002504 K00858
GO:0003952 IPR003694 K01950
GO:0003952 IPR014445 K01950
GO:0003956 IPR000768 K00775
GO:0003956 IPR000768 K06717
GO:0003956 IPR000768 K19980
GO:0003956 IPR000768 K06716
GO:0003956 IPR000768 K19977
GO:0003963 IPR017770 K01974
GO:0003964 IPR021891 K21037
GO:0003964 IPR021891 K00986
GO:0003964 IPR021891 K21038
GO:0003968 IPR007855 K19389
GO:0003968 IPR007855 K19376
GO:0003968 IPR007855 K21316
GO:0003968 IPR007855 K22472
GO:0003968 IPR007855 K21924
GO:0003968 IPR007855 K11699
GO:0003975 IPR033895 K01001
GO:0003977 IPR038009 K04042
GO:0003977 IPR038009 K00972
GO:0003977 IPR038009 K11528
GO:0003977 IPR005882 K04042
GO:0003977 IPR005882 K00972
GO:0003977 IPR005882 K11528
GO:0003978 IPR005886 K17716
GO:0003978 IPR005886 K01784
GO:0003979 IPR028357 K00012
GO:0003979 IPR028356 K00012
GO:0003983 IPR016267 K00963
GO:0003983 IPR005771 K00963
GO:0003987 IPR011904 K01895
GO:0003987 IPR011904 K01913
GO:0003989 IPR001095 K11263
GO:0003989 IPR001095 K22568
GO:0003989 IPR001095 K01962
GO:0003989 IPR001095 K01961
GO:0003989 IPR001095 K15036
GO:0003989 IPR001095 K18604
GO:0003989 IPR001095 K18472
GO:0003989 IPR001095 K01946
GO:0003989 IPR001095 K01964
GO:0003989 IPR001095 K18603
GO:0003989 IPR001095 K01963
GO:0003989 IPR001095 K19312
GO:0003989 IPR001095 K11262
GO:0003989 IPR013537 K11263
GO:0003989 IPR013537 K22568
GO:0003989 IPR013537 K01962
GO:0003989 IPR013537 K01961
GO:0003989 IPR013537 K15036
GO:0003989 IPR013537 K18604
GO:0003989 IPR013537 K18472
GO:0003989 IPR013537 K01946
GO:0003989 IPR013537 K01964
GO:0003989 IPR013537 K18603
GO:0003989 IPR013537 K01963
GO:0003989 IPR013537 K19312
GO:0003989 IPR013537 K11262
GO:0003993 IPR039331 K14394
GO:0003993 IPR039331 K14395
GO:0003993 IPR039331 K01078
GO:0003993 IPR039331 K03788
GO:0003993 IPR039331 K19283
GO:0003993 IPR039331 K09474
GO:0003993 IPR039331 K14410
GO:0003993 IPR039331 K19284
GO:0003993 IPR039331 K14379
GO:0003993 IPR039331 K01093
GO:0003994 IPR006248 K01682
GO:0003994 IPR006248 K01681
GO:0003995 IPR006089 K11538
GO:0003995 IPR006089 K00249
GO:0003997 IPR002655 K00232
GO:0003997 IPR012258 K00232
GO:0003998 IPR020456 K01512
GO:0003999 IPR005764 K00759
GO:0004001 IPR001805 K00856
GO:0004013 IPR020082 K01251
GO:0004014 IPR017716 K01611
GO:0004014 IPR003826 K01611
GO:0004014 IPR016067 K01611
GO:0004014 IPR001985 K01611
GO:0004017 IPR006259 K00939
GO:0004017 IPR006259 K18532
GO:0004017 IPR006259 K18533
GO:0004017 IPR020618 K00939
GO:0004017 IPR020618 K18532
GO:0004017 IPR020618 K18533
GO:0004017 IPR007862 K00939
GO:0004017 IPR007862 K18532
GO:0004017 IPR007862 K18533
GO:0004018 IPR004769 K01756
GO:0004019 IPR001114 K01939
GO:0004020 IPR002891 K13811
GO:0004020 IPR002891 K00860
GO:0004020 IPR002891 K00955
GO:0004030 IPR044148 K00129
GO:0004038 IPR017593 K16842
GO:0004038 IPR017593 K01466
GO:0004042 IPR010167 K00618
GO:0004042 IPR010167 K00620
GO:0004042 IPR010167 K11067
GO:0004042 IPR010167 K22477
GO:0004042 IPR010167 K22478
GO:0004042 IPR010167 K14682
GO:0004042 IPR010167 K00619
GO:0004042 IPR010167 K14681
GO:0004042 IPR010167 K22476
GO:0004044 IPR005854 K00764
GO:0004045 IPR001328 K01056
GO:0004045 IPR001328 K04794
GO:0004045 IPR036416 K01056
GO:0004045 IPR036416 K04794
GO:0004045 IPR002833 K01056
GO:0004045 IPR002833 K04794
GO:0004045 IPR018171 K01056
GO:0004045 IPR018171 K04794
GO:0004046 IPR010159 K14677
GO:0004047 IPR006223 K00605
GO:0004048 IPR005940 K13497
GO:0004048 IPR005940 K00766
GO:0004049 IPR005256 K01657
GO:0004049 IPR005256 K13497
GO:0004049 IPR005256 K13501
GO:0004049 IPR005256 K01658
GO:0004049 IPR005256 K13503
GO:0004049 IPR005256 K01656
GO:0004055 IPR023434 K01940
GO:0004055 IPR024074 K01940
GO:0004055 IPR018223 K01940
GO:0004055 IPR001518 K01940
GO:0004056 IPR009049 K01755
GO:0004056 IPR009049 K14681
GO:0004057 IPR007472 K00685
GO:0004057 IPR007472 K21419
GO:0004057 IPR007471 K00685
GO:0004057 IPR007471 K21419
GO:0004066 IPR001962 K01953
GO:0004067 IPR033844 K13278
GO:0004067 IPR033844 K13051
GO:0004067 IPR033844 K01424
GO:0004070 IPR002082 K11540
GO:0004070 IPR002082 K00609
GO:0004070 IPR002082 K00608
GO:0004070 IPR002082 K11541
GO:0004072 IPR005260 K12524
GO:0004072 IPR005260 K12526
GO:0004072 IPR005260 K00928
GO:0004072 IPR005260 K12525
GO:0004072 IPR001341 K12524
GO:0004072 IPR001341 K12526
GO:0004072 IPR001341 K00928
GO:0004072 IPR001341 K12525
GO:0004072 IPR018042 K12524
GO:0004072 IPR018042 K12526
GO:0004072 IPR018042 K00928
GO:0004072 IPR018042 K12525
GO:0004072 IPR011147 K12524
GO:0004072 IPR011147 K12526
GO:0004072 IPR011147 K00928
GO:0004072 IPR011147 K12525
GO:0004076 IPR002684 K01012
GO:0004084 IPR033939 K00826
GO:0004084 IPR005786 K00826
GO:0004084 IPR005785 K00826
GO:0004089 IPR018338 K01672
GO:0004089 IPR018338 K18246
GO:0004089 IPR018338 K01674
GO:0004089 IPR018338 K18245
GO:0004089 IPR018338 K01673
GO:0004089 IPR023561 K01672
GO:0004089 IPR023561 K18246
GO:0004089 IPR023561 K01674
GO:0004089 IPR023561 K18245
GO:0004089 IPR023561 K01673
GO:0004089 IPR036874 K01672
GO:0004089 IPR036874 K18246
GO:0004089 IPR036874 K01674
GO:0004089 IPR036874 K18245
GO:0004089 IPR036874 K01673
GO:0004089 IPR015892 K01672
GO:0004089 IPR015892 K18246
GO:0004089 IPR015892 K01674
GO:0004089 IPR015892 K18245
GO:0004089 IPR015892 K01673
GO:0004089 IPR001765 K01672
GO:0004089 IPR001765 K18246
GO:0004089 IPR001765 K01674
GO:0004089 IPR001765 K18245
GO:0004089 IPR001765 K01673
GO:0004096 IPR024711 K03781
GO:0004096 IPR024711 K19885
GO:0004096 IPR011614 K03781
GO:0004096 IPR011614 K19885
GO:0004096 IPR000763 K03781
GO:0004096 IPR000763 K19885
GO:0004096 IPR018028 K03781
GO:0004096 IPR018028 K19885
GO:0004106 IPR037039 K14187
GO:0004106 IPR037039 K01850
GO:0004106 IPR037039 K04093
GO:0004106 IPR037039 K04092
GO:0004106 IPR037039 K14170
GO:0004106 IPR037039 K04516
GO:0004106 IPR037039 K13853
GO:0004106 IPR037039 K06208
GO:0004106 IPR008242 K14187
GO:0004106 IPR008242 K01850
GO:0004106 IPR008242 K04093
GO:0004106 IPR008242 K04092
GO:0004106 IPR008242 K14170
GO:0004106 IPR008242 K04516
GO:0004106 IPR008242 K13853
GO:0004106 IPR008242 K06208
GO:0004106 IPR008238 K14187
GO:0004106 IPR008238 K01850
GO:0004106 IPR008238 K04093
GO:0004106 IPR008238 K04092
GO:0004106 IPR008238 K14170
GO:0004106 IPR008238 K04516
GO:0004106 IPR008238 K13853
GO:0004106 IPR008238 K06208
GO:0004107 IPR000453 K01736
GO:0004107 IPR020541 K01736
GO:0004108 IPR010953 K01647
GO:0004108 IPR010109 K01647
GO:0004109 IPR004559 K00228
GO:0004109 IPR036406 K00228
GO:0004109 IPR018375 K00228
GO:0004109 IPR001260 K00228
GO:0004115 IPR000396 K13293
GO:0004115 IPR000396 K18436
GO:0004115 IPR000396 K13294
GO:0004115 IPR000396 K03651
GO:0004115 IPR000396 K18437
GO:0004124 IPR005859 K10150
GO:0004124 IPR005859 K19725
GO:0004124 IPR005859 K13034
GO:0004124 IPR005859 K17069
GO:0004124 IPR005859 K01738
GO:0004124 IPR005856 K10150
GO:0004124 IPR005856 K19725
GO:0004124 IPR005856 K13034
GO:0004124 IPR005856 K17069
GO:0004124 IPR005856 K01738
GO:0004126 IPR006262 K10989
GO:0004126 IPR006262 K01489
GO:0004127 IPR006266 K13800
GO:0004127 IPR006266 K13809
GO:0004127 IPR011994 K13800
GO:0004127 IPR011994 K13809
GO:0004127 IPR003136 K13800
GO:0004127 IPR003136 K13809
GO:0004129 IPR000883 K02276
GO:0004129 IPR000883 K02277
GO:0004129 IPR000883 K02275
GO:0004129 IPR000883 K02274
GO:0004129 IPR000883 K00404
GO:0004129 IPR000883 K15408
GO:0004129 IPR000883 K02256
GO:0004129 IPR000883 K15862
GO:0004129 IPR013833 K02276
GO:0004129 IPR013833 K02277
GO:0004129 IPR013833 K02275
GO:0004129 IPR013833 K02274
GO:0004129 IPR013833 K00404
GO:0004129 IPR013833 K15408
GO:0004129 IPR013833 K02256
GO:0004129 IPR013833 K15862
GO:0004129 IPR004677 K02276
GO:0004129 IPR004677 K02277
GO:0004129 IPR004677 K02275
GO:0004129 IPR004677 K02274
GO:0004129 IPR004677 K00404
GO:0004129 IPR004677 K15408
GO:0004129 IPR004677 K02256
GO:0004129 IPR004677 K15862
GO:0004129 IPR002429 K02276
GO:0004129 IPR002429 K02277
GO:0004129 IPR002429 K02275
GO:0004129 IPR002429 K02274
GO:0004129 IPR002429 K00404
GO:0004129 IPR002429 K15408
GO:0004129 IPR002429 K02256
GO:0004129 IPR002429 K15862
GO:0004129 IPR004203 K02276
GO:0004129 IPR004203 K02277
GO:0004129 IPR004203 K02275
GO:0004129 IPR004203 K02274
GO:0004129 IPR004203 K00404
GO:0004129 IPR004203 K15408
GO:0004129 IPR004203 K02256
GO:0004129 IPR004203 K15862
GO:0004129 IPR036972 K02276
GO:0004129 IPR036972 K02277
GO:0004129 IPR036972 K02275
GO:0004129 IPR036972 K02274
GO:0004129 IPR036972 K00404
GO:0004129 IPR036972 K15408
GO:0004129 IPR036972 K02256
GO:0004129 IPR036972 K15862
GO:0004129 IPR036639 K02276
GO:0004129 IPR036639 K02277
GO:0004129 IPR036639 K02275
GO:0004129 IPR036639 K02274
GO:0004129 IPR036639 K00404
GO:0004129 IPR036639 K15408
GO:0004129 IPR036639 K02256
GO:0004129 IPR036639 K15862
GO:0004129 IPR002124 K02276
GO:0004129 IPR002124 K02277
GO:0004129 IPR002124 K02275
GO:0004129 IPR002124 K02274
GO:0004129 IPR002124 K00404
GO:0004129 IPR002124 K15408
GO:0004129 IPR002124 K02256
GO:0004129 IPR002124 K15862
GO:0004129 IPR023615 K02276
GO:0004129 IPR023615 K02277
GO:0004129 IPR023615 K02275
GO:0004129 IPR023615 K02274
GO:0004129 IPR023615 K00404
GO:0004129 IPR023615 K15408
GO:0004129 IPR023615 K02256
GO:0004129 IPR023615 K15862
GO:0004129 IPR001349 K02276
GO:0004129 IPR001349 K02277
GO:0004129 IPR001349 K02275
GO:0004129 IPR001349 K02274
GO:0004129 IPR001349 K00404
GO:0004129 IPR001349 K15408
GO:0004129 IPR001349 K02256
GO:0004129 IPR001349 K15862
GO:0004129 IPR023616 K02276
GO:0004129 IPR023616 K02277
GO:0004129 IPR023616 K02275
GO:0004129 IPR023616 K02274
GO:0004129 IPR023616 K00404
GO:0004129 IPR023616 K15408
GO:0004129 IPR023616 K02256
GO:0004129 IPR023616 K15862
GO:0004134 IPR010401 K01196
GO:0004134 IPR010401 K22451
GO:0004134 IPR010401 K00705
GO:0004134 IPR003385 K01196
GO:0004134 IPR003385 K22451
GO:0004134 IPR003385 K00705
GO:0004135 IPR010401 K01196
GO:0004140 IPR001977 K02318
GO:0004140 IPR001977 K00859
GO:0004143 IPR000756 K16368
GO:0004143 IPR000756 K00901
GO:0004143 IPR000756 K07029
GO:0004143 IPR037607 K16368
GO:0004143 IPR037607 K00901
GO:0004143 IPR037607 K07029
GO:0004144 IPR009721 K18851
GO:0004144 IPR009721 K14456
GO:0004144 IPR009721 K11155
GO:0004144 IPR009721 K22848
GO:0004144 IPR009721 K00635
GO:0004144 IPR009721 K11160
GO:0004144 IPR009721 K15406
GO:0004144 IPR009721 K22849
GO:0004144 IPR004255 K18851
GO:0004144 IPR004255 K14456
GO:0004144 IPR004255 K11155
GO:0004144 IPR004255 K22848
GO:0004144 IPR004255 K00635
GO:0004144 IPR004255 K11160
GO:0004144 IPR004255 K15406
GO:0004144 IPR004255 K22849
GO:0004146 IPR017925 K19643
GO:0004146 IPR017925 K13938
GO:0004146 IPR017925 K18589
GO:0004146 IPR017925 K19645
GO:0004146 IPR017925 K13998
GO:0004146 IPR017925 K18590
GO:0004146 IPR017925 K19644
GO:0004146 IPR017925 K18591
GO:0004146 IPR017925 K00287
GO:0004146 IPR001796 K19643
GO:0004146 IPR001796 K13938
GO:0004146 IPR001796 K18589
GO:0004146 IPR001796 K19645
GO:0004146 IPR001796 K13998
GO:0004146 IPR001796 K18590
GO:0004146 IPR001796 K19644
GO:0004146 IPR001796 K18591
GO:0004146 IPR001796 K00287
GO:0004146 IPR012262 K19643
GO:0004146 IPR012262 K13938
GO:0004146 IPR012262 K18589
GO:0004146 IPR012262 K19645
GO:0004146 IPR012262 K13998
GO:0004146 IPR012262 K18590
GO:0004146 IPR012262 K19644
GO:0004146 IPR012262 K18591
GO:0004146 IPR012262 K00287
GO:0004146 IPR012259 K19643
GO:0004146 IPR012259 K13938
GO:0004146 IPR012259 K18589
GO:0004146 IPR012259 K19645
GO:0004146 IPR012259 K13998
GO:0004146 IPR012259 K18590
GO:0004146 IPR012259 K19644
GO:0004146 IPR012259 K18591
GO:0004146 IPR012259 K00287
GO:0004148 IPR006258 K00382
GO:0004149 IPR006255 K01616
GO:0004149 IPR006255 K00658
GO:0004150 IPR006156 K13940
GO:0004150 IPR006156 K09739
GO:0004150 IPR006156 K13939
GO:0004150 IPR006156 K01633
GO:0004150 IPR006157 K13940
GO:0004150 IPR006157 K09739
GO:0004150 IPR006157 K13939
GO:0004150 IPR006157 K01633
GO:0004151 IPR004722 K11540
GO:0004151 IPR004722 K01465
GO:0004151 IPR004721 K11540
GO:0004151 IPR004721 K01465
GO:0004152 IPR001295 K00254
GO:0004152 IPR005719 K00254
GO:0004156 IPR006390 K00796
GO:0004156 IPR006390 K13939
GO:0004156 IPR006390 K13941
GO:0004156 IPR006390 K18825
GO:0004156 IPR006390 K18824
GO:0004156 IPR006390 K18974
GO:0004164 IPR004551 K20215
GO:0004170 IPR008181 K01520
GO:0004174 IPR040156 K00311
GO:0004177 IPR005944 K18530
GO:0004177 IPR005944 K01261
GO:0004177 IPR005944 K01262
GO:0004177 IPR005944 K14208
GO:0004177 IPR001948 K18530
GO:0004177 IPR001948 K01261
GO:0004177 IPR001948 K01262
GO:0004177 IPR001948 K14208
GO:0004177 IPR023358 K18530
GO:0004177 IPR023358 K01261
GO:0004177 IPR023358 K01262
GO:0004177 IPR023358 K14208
GO:0004181 IPR001333 K01296
GO:0004181 IPR001333 K01294
GO:0004181 IPR001333 K01300
GO:0004181 IPR001333 K08782
GO:0004181 IPR001333 K08639
GO:0004181 IPR001333 K08779
GO:0004181 IPR001333 K05996
GO:0004181 IPR001333 K08638
GO:0004181 IPR001333 K08783
GO:0004181 IPR001333 K08637
GO:0004181 IPR001333 K08780
GO:0004181 IPR001333 K01292
GO:0004181 IPR001333 K08781
GO:0004181 IPR001333 K13022
GO:0004181 IPR001333 K07752
GO:0004181 IPR001333 K01298
GO:0004181 IPR001333 K01291
GO:0004181 IPR001333 K01290
GO:0004181 IPR000834 K01296
GO:0004181 IPR000834 K01294
GO:0004181 IPR000834 K01300
GO:0004181 IPR000834 K08782
GO:0004181 IPR000834 K08639
GO:0004181 IPR000834 K08779
GO:0004181 IPR000834 K05996
GO:0004181 IPR000834 K08638
GO:0004181 IPR000834 K08783
GO:0004181 IPR000834 K08637
GO:0004181 IPR000834 K08780
GO:0004181 IPR000834 K01292
GO:0004181 IPR000834 K08781
GO:0004181 IPR000834 K13022
GO:0004181 IPR000834 K07752
GO:0004181 IPR000834 K01298
GO:0004181 IPR000834 K01291
GO:0004181 IPR000834 K01290
GO:0004185 IPR000667 K01288
GO:0004185 IPR000667 K09756
GO:0004185 IPR000667 K09757
GO:0004185 IPR000667 K01285
GO:0004185 IPR000667 K13289
GO:0004185 IPR000667 K09645
GO:0004185 IPR000667 K07752
GO:0004190 IPR019103 K22683
GO:0004190 IPR001108 K22683
GO:0004190 IPR007369 K22683
GO:0004190 IPR001872 K22683
GO:0004190 IPR001969 K22683
GO:0004190 IPR001461 K22683
GO:0004190 IPR000045 K22683
GO:0004190 IPR006639 K22683
GO:0004190 IPR001995 K22683
GO:0004310 IPR033904 K00801
GO:0004312 IPR003965 K00665
GO:0004315 IPR018201 K00647
GO:0004316 IPR011284 K00059
GO:0004316 IPR011284 K11610
GO:0004318 IPR014358 K00208
GO:0004318 IPR014358 K00209
GO:0004318 IPR014358 K02371
GO:0004322 IPR017789 K22552
GO:0004322 IPR017789 K19791
GO:0004322 IPR017789 K13624
GO:0004322 IPR017789 K14735
GO:0004322 IPR017789 K19054
GO:0004322 IPR017789 K22336
GO:0004322 IPR017789 K03594
GO:0004324 IPR033892 K21567
