GO IPR KO
GO:0003743 IPR005874 K15027
GO:0003743 IPR005874 K03240
GO:0003743 IPR005874 K03252
GO:0003743 IPR005874 K15028
GO:0003743 IPR005874 K03260
GO:0003743 IPR005874 K03246
GO:0003743 IPR005874 K03264
GO:0003743 IPR005874 K03754
GO:0003743 IPR005874 K02518
GO:0003743 IPR005874 K03249
GO:0003743 IPR005874 K03237
GO:0003743 IPR005874 K03243
GO:0003743 IPR005874 K03242
GO:0003743 IPR005874 K03241
GO:0003743 IPR005874 K03113
GO:0003743 IPR005874 K03238
GO:0003743 IPR005874 K03239
GO:0003743 IPR005874 K15026
GO:0003743 IPR005874 K03236
GO:0003743 IPR007783 K03262
GO:0003743 IPR007783 K02519
GO:0003743 IPR007783 K03253
GO:0003743 IPR007783 K03251
GO:0003743 IPR007783 K03248
GO:0003743 IPR007783 K03680
GO:0003743 IPR007783 K03258
GO:0003743 IPR007783 K02520
GO:0003743 IPR007783 K03257
GO:0003743 IPR007783 K03247
GO:0003743 IPR007783 K03250
GO:0003743 IPR007783 K03259
GO:0003743 IPR007783 K15029
GO:0003743 IPR007783 K15030
GO:0003743 IPR007783 K03245
GO:0003743 IPR007783 K03263
GO:0003743 IPR007783 K03254
GO:0003743 IPR007783 K15027
GO:0003743 IPR007783 K03240
GO:0003743 IPR007783 K03252
GO:0003743 IPR007783 K15028
GO:0003743 IPR007783 K03260
GO:0003743 IPR007783 K03246
GO:0003743 IPR007783 K03264
GO:0003743 IPR007783 K03754
GO:0003743 IPR007783 K02518
GO:0003743 IPR007783 K03249
GO:0003743 IPR007783 K03237
GO:0003743 IPR007783 K03243
GO:0003743 IPR007783 K03242
GO:0003743 IPR007783 K03241
GO:0003743 IPR007783 K03113
GO:0003743 IPR007783 K03238
GO:0003743 IPR007783 K03239
GO:0003743 IPR007783 K15026
GO:0003743 IPR007783 K03236
GO:0003746 IPR004540 K15410
GO:0003746 IPR004540 K03235
GO:0003746 IPR004540 K02356
GO:0003746 IPR004540 K02358
GO:0003746 IPR004540 K03233
GO:0003746 IPR004540 K02357
GO:0003746 IPR004540 K03232
GO:0003746 IPR004540 K03231
GO:0003746 IPR004540 K02355
GO:0003746 IPR004540 K03234
GO:0003746 IPR001884 K15410
GO:0003746 IPR001884 K03235
GO:0003746 IPR001884 K02356
GO:0003746 IPR001884 K02358
GO:0003746 IPR001884 K03233
GO:0003746 IPR001884 K02357
GO:0003746 IPR001884 K03232
GO:0003746 IPR001884 K03231
GO:0003746 IPR001884 K02355
GO:0003746 IPR001884 K03234
GO:0003746 IPR011768 K15410
GO:0003746 IPR011768 K03235
GO:0003746 IPR011768 K02356
GO:0003746 IPR011768 K02358
GO:0003746 IPR011768 K03233
GO:0003746 IPR011768 K02357
GO:0003746 IPR011768 K03232
GO:0003746 IPR011768 K03231
GO:0003746 IPR011768 K02355
GO:0003746 IPR011768 K03234
GO:0003746 IPR004541 K15410
GO:0003746 IPR004541 K03235
GO:0003746 IPR004541 K02356
GO:0003746 IPR004541 K02358
GO:0003746 IPR004541 K03233
GO:0003746 IPR004541 K02357
GO:0003746 IPR004541 K03232
GO:0003746 IPR004541 K03231
GO:0003746 IPR004541 K02355
GO:0003746 IPR004541 K03234
GO:0003746 IPR019769 K15410
GO:0003746 IPR019769 K03235
GO:0003746 IPR019769 K02356
GO:0003746 IPR019769 K02358
GO:0003746 IPR019769 K03233
GO:0003746 IPR019769 K02357
GO:0003746 IPR019769 K03232
GO:0003746 IPR019769 K03231
GO:0003746 IPR019769 K02355
GO:0003746 IPR019769 K03234
GO:0003746 IPR020189 K15410
GO:0003746 IPR020189 K03235
GO:0003746 IPR020189 K02356
GO:0003746 IPR020189 K02358
GO:0003746 IPR020189 K03233
GO:0003746 IPR020189 K02357
GO:0003746 IPR020189 K03232
GO:0003746 IPR020189 K03231
GO:0003746 IPR020189 K02355
GO:0003746 IPR020189 K03234
GO:0003746 IPR018101 K15410
GO:0003746 IPR018101 K03235
GO:0003746 IPR018101 K02356
GO:0003746 IPR018101 K02358
GO:0003746 IPR018101 K03233
GO:0003746 IPR018101 K02357
GO:0003746 IPR018101 K03232
GO:0003746 IPR018101 K03231
GO:0003746 IPR018101 K02355
GO:0003746 IPR018101 K03234
GO:0003746 IPR001816 K15410
GO:0003746 IPR001816 K03235
GO:0003746 IPR001816 K02356
GO:0003746 IPR001816 K02358
GO:0003746 IPR001816 K03233
GO:0003746 IPR001816 K02357
GO:0003746 IPR001816 K03232
GO:0003746 IPR001816 K03231
GO:0003746 IPR001816 K02355
GO:0003746 IPR001816 K03234
GO:0003746 IPR001059 K15410
GO:0003746 IPR001059 K03235
GO:0003746 IPR001059 K02356
GO:0003746 IPR001059 K02358
GO:0003746 IPR001059 K03233
GO:0003746 IPR001059 K02357
GO:0003746 IPR001059 K03232
GO:0003746 IPR001059 K03231
GO:0003746 IPR001059 K02355
GO:0003746 IPR001059 K03234
GO:0003746 IPR014039 K15410
GO:0003746 IPR014039 K03235
GO:0003746 IPR014039 K02356
GO:0003746 IPR014039 K02358
GO:0003746 IPR014039 K03233
GO:0003746 IPR014039 K02357
GO:0003746 IPR014039 K03232
GO:0003746 IPR014039 K03231
GO:0003746 IPR014039 K02355
GO:0003746 IPR014039 K03234
GO:0003747 IPR004403 K03265
GO:0003747 IPR004403 K03267
GO:0003747 IPR004403 K02837
GO:0003747 IPR004403 K02835
GO:0003747 IPR004403 K02836
GO:0003747 IPR000352 K03265
GO:0003747 IPR000352 K03267
GO:0003747 IPR000352 K02837
GO:0003747 IPR000352 K02835
GO:0003747 IPR000352 K02836
GO:0003755 IPR002130 K12738
GO:0003755 IPR002130 K12734
GO:0003755 IPR002130 K10598
GO:0003755 IPR002130 K12733
GO:0003755 IPR002130 K12735
GO:0003755 IPR002130 K12739
GO:0003755 IPR002130 K03771
GO:0003755 IPR002130 K09563
GO:0003755 IPR002130 K14826
GO:0003755 IPR002130 K03773
GO:0003755 IPR002130 K09565
GO:0003755 IPR002130 K03767
GO:0003755 IPR002130 K07533
GO:0003755 IPR002130 K12736
GO:0003755 IPR002130 K03770
GO:0003755 IPR002130 K03774
GO:0003755 IPR002130 K05864
GO:0003755 IPR002130 K09567
GO:0003755 IPR002130 K03768
GO:0003755 IPR002130 K01802
GO:0003755 IPR002130 K12737
GO:0003755 IPR002130 K09564
GO:0003755 IPR002130 K09566
GO:0003755 IPR002130 K03769
GO:0003755 IPR002130 K03775
GO:0003755 IPR002130 K03772
GO:0003755 IPR020892 K12738
GO:0003755 IPR020892 K12734
GO:0003755 IPR020892 K10598
GO:0003755 IPR020892 K12733
GO:0003755 IPR020892 K12735
GO:0003755 IPR020892 K12739
GO:0003755 IPR020892 K03771
GO:0003755 IPR020892 K09563
GO:0003755 IPR020892 K14826
GO:0003755 IPR020892 K03773
GO:0003755 IPR020892 K09565
GO:0003755 IPR020892 K03767
GO:0003755 IPR020892 K07533
GO:0003755 IPR020892 K12736
GO:0003755 IPR020892 K03770
GO:0003755 IPR020892 K03774
GO:0003755 IPR020892 K05864
GO:0003755 IPR020892 K09567
GO:0003755 IPR020892 K03768
GO:0003755 IPR020892 K01802
GO:0003755 IPR020892 K12737
GO:0003755 IPR020892 K09564
GO:0003755 IPR020892 K09566
GO:0003755 IPR020892 K03769
GO:0003755 IPR020892 K03775
GO:0003755 IPR020892 K03772
GO:0003755 IPR000297 K12738
GO:0003755 IPR000297 K12734
GO:0003755 IPR000297 K10598
GO:0003755 IPR000297 K12733
GO:0003755 IPR000297 K12735
GO:0003755 IPR000297 K12739
GO:0003755 IPR000297 K03771
GO:0003755 IPR000297 K09563
GO:0003755 IPR000297 K14826
GO:0003755 IPR000297 K03773
GO:0003755 IPR000297 K09565
GO:0003755 IPR000297 K03767
GO:0003755 IPR000297 K07533
GO:0003755 IPR000297 K12736
GO:0003755 IPR000297 K03770
GO:0003755 IPR000297 K03774
GO:0003755 IPR000297 K05864
GO:0003755 IPR000297 K09567
GO:0003755 IPR000297 K03768
GO:0003755 IPR000297 K01802
GO:0003755 IPR000297 K12737
GO:0003755 IPR000297 K09564
GO:0003755 IPR000297 K09566
GO:0003755 IPR000297 K03769
GO:0003755 IPR000297 K03775
GO:0003755 IPR000297 K03772
GO:0003755 IPR001179 K12738
GO:0003755 IPR001179 K12734
GO:0003755 IPR001179 K10598
GO:0003755 IPR001179 K12733
GO:0003755 IPR001179 K12735
GO:0003755 IPR001179 K12739
GO:0003755 IPR001179 K03771
GO:0003755 IPR001179 K09563
GO:0003755 IPR001179 K14826
GO:0003755 IPR001179 K03773
GO:0003755 IPR001179 K09565
GO:0003755 IPR001179 K03767
GO:0003755 IPR001179 K07533
GO:0003755 IPR001179 K12736
GO:0003755 IPR001179 K03770
GO:0003755 IPR001179 K03774
GO:0003755 IPR001179 K05864
GO:0003755 IPR001179 K09567
GO:0003755 IPR001179 K03768
GO:0003755 IPR001179 K01802
GO:0003755 IPR001179 K12737
GO:0003755 IPR001179 K09564
GO:0003755 IPR001179 K09566
GO:0003755 IPR001179 K03769
GO:0003755 IPR001179 K03775
GO:0003755 IPR001179 K03772
GO:0003755 IPR043323 K12738
GO:0003755 IPR043323 K12734
GO:0003755 IPR043323 K10598
GO:0003755 IPR043323 K12733
GO:0003755 IPR043323 K12735
GO:0003755 IPR043323 K12739
GO:0003755 IPR043323 K03771
GO:0003755 IPR043323 K09563
GO:0003755 IPR043323 K14826
GO:0003755 IPR043323 K03773
GO:0003755 IPR043323 K09565
GO:0003755 IPR043323 K03767
GO:0003755 IPR043323 K07533
GO:0003755 IPR043323 K12736
GO:0003755 IPR043323 K03770
GO:0003755 IPR043323 K03774
GO:0003755 IPR043323 K05864
GO:0003755 IPR043323 K09567
GO:0003755 IPR043323 K03768
GO:0003755 IPR043323 K01802
GO:0003755 IPR043323 K12737
GO:0003755 IPR043323 K09564
GO:0003755 IPR043323 K09566
GO:0003755 IPR043323 K03769
GO:0003755 IPR043323 K03775
GO:0003755 IPR043323 K03772
GO:0003755 IPR024936 K12738
GO:0003755 IPR024936 K12734
GO:0003755 IPR024936 K10598
GO:0003755 IPR024936 K12733
GO:0003755 IPR024936 K12735
GO:0003755 IPR024936 K12739
GO:0003755 IPR024936 K03771
GO:0003755 IPR024936 K09563
GO:0003755 IPR024936 K14826
GO:0003755 IPR024936 K03773
GO:0003755 IPR024936 K09565
GO:0003755 IPR024936 K03767
GO:0003755 IPR024936 K07533
GO:0003755 IPR024936 K12736
GO:0003755 IPR024936 K03770
GO:0003755 IPR024936 K03774
GO:0003755 IPR024936 K05864
GO:0003755 IPR024936 K09567
GO:0003755 IPR024936 K03768
GO:0003755 IPR024936 K01802
GO:0003755 IPR024936 K12737
GO:0003755 IPR024936 K09564
GO:0003755 IPR024936 K09566
GO:0003755 IPR024936 K03769
GO:0003755 IPR024936 K03775
GO:0003755 IPR024936 K03772
GO:0003756 IPR007266 K22519
GO:0003756 IPR007266 K09582
GO:0003756 IPR007266 K13996
GO:0003756 IPR007266 K09583
GO:0003756 IPR007266 K22520
GO:0003756 IPR007266 K08056
GO:0003756 IPR007266 K09584
GO:0003756 IPR007266 K09581
GO:0003756 IPR007266 K03981
GO:0003756 IPR007266 K09580
GO:0003756 IPR007266 K22521
GO:0003756 IPR007266 K09585
GO:0003756 IPR037192 K22519
GO:0003756 IPR037192 K09582
GO:0003756 IPR037192 K13996
GO:0003756 IPR037192 K09583
GO:0003756 IPR037192 K22520
GO:0003756 IPR037192 K08056
GO:0003756 IPR037192 K09584
GO:0003756 IPR037192 K09581
GO:0003756 IPR037192 K03981
GO:0003756 IPR037192 K09580
GO:0003756 IPR037192 K22521
GO:0003756 IPR037192 K09585
GO:0003756 IPR005788 K22519
GO:0003756 IPR005788 K09582
GO:0003756 IPR005788 K13996
GO:0003756 IPR005788 K09583
GO:0003756 IPR005788 K22520
GO:0003756 IPR005788 K08056
GO:0003756 IPR005788 K09584
GO:0003756 IPR005788 K09581
GO:0003756 IPR005788 K03981
GO:0003756 IPR005788 K09580
GO:0003756 IPR005788 K22521
GO:0003756 IPR005788 K09585
GO:0003777 IPR019821 K10393
GO:0003777 IPR019821 K10399
GO:0003777 IPR019821 K10400
GO:0003777 IPR019821 K20196
GO:0003777 IPR019821 K10394
GO:0003777 IPR019821 K10397
GO:0003777 IPR019821 K18806
GO:0003777 IPR019821 K10392
GO:0003777 IPR019821 K10398
GO:0003777 IPR019821 K10396
GO:0003777 IPR019821 K06227
GO:0003777 IPR019821 K10407
GO:0003777 IPR019821 K10395
GO:0003777 IPR019821 K10406
GO:0003777 IPR019821 K10405
GO:0003777 IPR019821 K17914
GO:0003777 IPR019821 K10404
GO:0003777 IPR019821 K18627
GO:0003777 IPR019821 K17387
GO:0003777 IPR019821 K17916
GO:0003777 IPR019821 K20198
GO:0003777 IPR019821 K10401
GO:0003777 IPR019821 K10402
GO:0003777 IPR019821 K20197
GO:0003777 IPR019821 K10403
GO:0003777 IPR019821 K17915
GO:0003810 IPR036238 K05625
GO:0003810 IPR036238 K03917
GO:0003810 IPR036238 K05623
GO:0003810 IPR036238 K05619
GO:0003810 IPR036238 K05624
GO:0003810 IPR036238 K22452
GO:0003810 IPR036238 K05621
GO:0003810 IPR036238 K00686
GO:0003810 IPR036238 K05620
GO:0003810 IPR036238 K05622
GO:0003825 IPR012766 K00697
GO:0003839 IPR006840 K22596
GO:0003839 IPR006840 K00682
GO:0003839 IPR017939 K22596
GO:0003839 IPR017939 K00682
GO:0003841 IPR004552 K13509
GO:0003841 IPR004552 K00655
GO:0003841 IPR004552 K13519
GO:0003841 IPR004552 K13513
GO:0003841 IPR004552 K22831
GO:0003841 IPR004552 K15781
GO:0003841 IPR004552 K19007
GO:0003841 IPR004552 K13699
GO:0003841 IPR004552 K13523
GO:0003842 IPR005931 K13821
GO:0003842 IPR005931 K00294
GO:0003844 IPR037439 K16149
GO:0003844 IPR037439 K00700
GO:0003847 IPR005065 K13278
GO:0003847 IPR005065 K16795
GO:0003847 IPR005065 K01062
GO:0003848 IPR000550 K13939
GO:0003848 IPR000550 K07142
GO:0003848 IPR000550 K13940
GO:0003848 IPR000550 K13941
GO:0003848 IPR000550 K00950
GO:0003849 IPR002480 K13853
GO:0003849 IPR002480 K03856
GO:0003849 IPR002480 K01626
GO:0003852 IPR013709 K01649
GO:0003854 IPR002225 K00070
GO:0003854 IPR002225 K16045
GO:0003855 IPR036441 K13832
GO:0003855 IPR036441 K13830
GO:0003855 IPR036441 K03786
GO:0003855 IPR036441 K03785
GO:0003855 IPR001874 K13832
GO:0003855 IPR001874 K13830
GO:0003855 IPR001874 K03786
GO:0003855 IPR001874 K03785
GO:0003855 IPR001381 K13832
GO:0003855 IPR001381 K13830
GO:0003855 IPR001381 K03786
GO:0003855 IPR001381 K03785
GO:0003856 IPR016037 K13829
GO:0003856 IPR016037 K01735
GO:0003856 IPR016037 K13830
GO:0003856 IPR002812 K13829
GO:0003856 IPR002812 K01735
GO:0003856 IPR002812 K13830
GO:0003860 IPR032259 K05605
GO:0003861 IPR033941 K21359
GO:0003861 IPR033941 K01704
GO:0003861 IPR033941 K01702
GO:0003861 IPR033941 K01703
GO:0003862 IPR004429 K00052
GO:0003862 IPR004429 K21360
GO:0003864 IPR003700 K00606
GO:0003865 IPR039698 K16051
GO:0003868 IPR005956 K00457
GO:0003872 IPR022953 K21071
GO:0003872 IPR022953 K16370
GO:0003872 IPR022953 K00850
GO:0003872 IPR035966 K21071
GO:0003872 IPR035966 K16370
GO:0003872 IPR035966 K00850
GO:0003872 IPR000023 K21071
GO:0003872 IPR000023 K16370
GO:0003872 IPR000023 K00850
GO:0003873 IPR013079 K00900
GO:0003873 IPR013079 K01103
GO:0003873 IPR013079 K19028
GO:0003873 IPR013079 K19030
GO:0003873 IPR013079 K19029
GO:0003876 IPR006329 K01490
GO:0003877 IPR009163 K00988
GO:0003877 IPR009163 K19710
GO:0003877 IPR019200 K00988
GO:0003877 IPR019200 K19710
GO:0003879 IPR013820 K00765
GO:0003879 IPR013115 K00765
GO:0003879 IPR001348 K00765
GO:0003879 IPR018198 K00765
GO:0003883 IPR017456 K01937
GO:0003883 IPR004468 K01937
GO:0003883 IPR033828 K01937
GO:0003884 IPR023209 K00273
GO:0003885 IPR007173 K00107
GO:0003887 IPR022754 K02336
GO:0003887 IPR022754 K02339
GO:0003887 IPR022754 K03763
GO:0003887 IPR022754 K21238
GO:0003887 IPR022754 K02340
GO:0003887 IPR022754 K21237
GO:0003887 IPR022754 K02338
GO:0003887 IPR022754 K03506
GO:0003887 IPR022754 K02345
GO:0003887 IPR022754 K02342
GO:0003887 IPR022754 K02341
GO:0003887 IPR022754 K21037
GO:0003887 IPR022754 K18964
GO:0003887 IPR022754 K14159
GO:0003887 IPR022754 K21314
GO:0003887 IPR022754 K22761
GO:0003887 IPR022754 K02343
GO:0003887 IPR022754 K18963
GO:0003887 IPR022754 K03512
GO:0003887 IPR022754 K02337
GO:0003887 IPR022754 K02332
GO:0003887 IPR022754 K02335
GO:0003887 IPR022754 K14162
GO:0003887 IPR022754 K04479
GO:0003887 IPR022754 K02324
GO:0003887 IPR022754 K02326
GO:0003887 IPR022754 K02330
GO:0003887 IPR022754 K10981
GO:0003887 IPR022754 K02334
GO:0003887 IPR022754 K02323
GO:0003887 IPR022754 K02319
GO:0003887 IPR022754 K16618
GO:0003887 IPR022754 K02325
GO:0003887 IPR022754 K02344
GO:0003887 IPR022754 K02346
GO:0003887 IPR022754 K02322
GO:0003887 IPR022754 K18942
GO:0003887 IPR022754 K21923
GO:0003887 IPR022754 K02327
GO:0003887 IPR029703 K02336
GO:0003887 IPR029703 K02339
GO:0003887 IPR029703 K03763
GO:0003887 IPR029703 K21238
GO:0003887 IPR029703 K02340
GO:0003887 IPR029703 K21237
GO:0003887 IPR029703 K02338
GO:0003887 IPR029703 K03506
GO:0003887 IPR029703 K02345
GO:0003887 IPR029703 K02342
GO:0003887 IPR029703 K02341
GO:0003887 IPR029703 K21037
GO:0003887 IPR029703 K18964
GO:0003887 IPR029703 K14159
GO:0003887 IPR029703 K21314
GO:0003887 IPR029703 K22761
GO:0003887 IPR029703 K02343
GO:0003887 IPR029703 K18963
GO:0003887 IPR029703 K03512
GO:0003887 IPR029703 K02337
GO:0003887 IPR029703 K02332
GO:0003887 IPR029703 K02335
GO:0003887 IPR029703 K14162
GO:0003887 IPR029703 K04479
GO:0003887 IPR029703 K02324
GO:0003887 IPR029703 K02326
GO:0003887 IPR029703 K02330
GO:0003887 IPR029703 K10981
GO:0003887 IPR029703 K02334
GO:0003887 IPR029703 K02323
GO:0003887 IPR029703 K02319
GO:0003887 IPR029703 K16618
GO:0003887 IPR029703 K02325
GO:0003887 IPR029703 K02344
GO:0003887 IPR029703 K02346
GO:0003887 IPR029703 K02322
GO:0003887 IPR029703 K18942
GO:0003887 IPR029703 K21923
GO:0003887 IPR029703 K02327
GO:0003887 IPR015088 K02336
GO:0003887 IPR015088 K02339
GO:0003887 IPR015088 K03763
GO:0003887 IPR015088 K21238
GO:0003887 IPR015088 K02340
GO:0003887 IPR015088 K21237
GO:0003887 IPR015088 K02338
GO:0003887 IPR015088 K03506
GO:0003887 IPR015088 K02345
GO:0003887 IPR015088 K02342
GO:0003887 IPR015088 K02341
GO:0003887 IPR015088 K21037
GO:0003887 IPR015088 K18964
GO:0003887 IPR015088 K14159
GO:0003887 IPR015088 K21314
GO:0003887 IPR015088 K22761
GO:0003887 IPR015088 K02343
GO:0003887 IPR015088 K18963
GO:0003887 IPR015088 K03512
GO:0003887 IPR015088 K02337
GO:0003887 IPR015088 K02332
GO:0003887 IPR015088 K02335
GO:0003887 IPR015088 K14162
GO:0003887 IPR015088 K04479
GO:0003887 IPR015088 K02324
GO:0003887 IPR015088 K02326
GO:0003887 IPR015088 K02330
GO:0003887 IPR015088 K10981
GO:0003887 IPR015088 K02334
GO:0003887 IPR015088 K02323
GO:0003887 IPR015088 K02319
GO:0003887 IPR015088 K16618
GO:0003887 IPR015088 K02325
GO:0003887 IPR015088 K02344
GO:0003887 IPR015088 K02346
GO:0003887 IPR015088 K02322
GO:0003887 IPR015088 K18942
GO:0003887 IPR015088 K21923
GO:0003887 IPR015088 K02327
GO:0003887 IPR010372 K02336
GO:0003887 IPR010372 K02339
GO:0003887 IPR010372 K03763
GO:0003887 IPR010372 K21238
GO:0003887 IPR010372 K02340
GO:0003887 IPR010372 K21237
GO:0003887 IPR010372 K02338
GO:0003887 IPR010372 K03506
GO:0003887 IPR010372 K02345
GO:0003887 IPR010372 K02342
GO:0003887 IPR010372 K02341
GO:0003887 IPR010372 K21037
GO:0003887 IPR010372 K18964
GO:0003887 IPR010372 K14159
GO:0003887 IPR010372 K21314
GO:0003887 IPR010372 K22761
GO:0003887 IPR010372 K02343
GO:0003887 IPR010372 K18963
GO:0003887 IPR010372 K03512
GO:0003887 IPR010372 K02337
GO:0003887 IPR010372 K02332
GO:0003887 IPR010372 K02335
GO:0003887 IPR010372 K14162
GO:0003887 IPR010372 K04479
GO:0003887 IPR010372 K02324
GO:0003887 IPR010372 K02326
GO:0003887 IPR010372 K02330
GO:0003887 IPR010372 K10981
GO:0003887 IPR010372 K02334
GO:0003887 IPR010372 K02323
GO:0003887 IPR010372 K02319
GO:0003887 IPR010372 K16618
GO:0003887 IPR010372 K02325
GO:0003887 IPR010372 K02344
GO:0003887 IPR010372 K02346
GO:0003887 IPR010372 K02322
GO:0003887 IPR010372 K18942
GO:0003887 IPR010372 K21923
GO:0003887 IPR010372 K02327
GO:0003887 IPR022637 K02336
GO:0003887 IPR022637 K02339
GO:0003887 IPR022637 K03763
GO:0003887 IPR022637 K21238
GO:0003887 IPR022637 K02340
GO:0003887 IPR022637 K21237
GO:0003887 IPR022637 K02338
GO:0003887 IPR022637 K03506
GO:0003887 IPR022637 K02345
GO:0003887 IPR022637 K02342
GO:0003887 IPR022637 K02341
GO:0003887 IPR022637 K21037
GO:0003887 IPR022637 K18964
GO:0003887 IPR022637 K14159
GO:0003887 IPR022637 K21314
GO:0003887 IPR022637 K22761
GO:0003887 IPR022637 K02343
GO:0003887 IPR022637 K18963
GO:0003887 IPR022637 K03512
GO:0003887 IPR022637 K02337
GO:0003887 IPR022637 K02332
GO:0003887 IPR022637 K02335
GO:0003887 IPR022637 K14162
GO:0003887 IPR022637 K04479
GO:0003887 IPR022637 K02324
GO:0003887 IPR022637 K02326
GO:0003887 IPR022637 K02330
GO:0003887 IPR022637 K10981
GO:0003887 IPR022637 K02334
GO:0003887 IPR022637 K02323
GO:0003887 IPR022637 K02319
GO:0003887 IPR022637 K16618
GO:0003887 IPR022637 K02325
GO:0003887 IPR022637 K02344
GO:0003887 IPR022637 K02346
GO:0003887 IPR022637 K02322
GO:0003887 IPR022637 K18942
GO:0003887 IPR022637 K21923
GO:0003887 IPR022637 K02327
GO:0003887 IPR013697 K02336
GO:0003887 IPR013697 K02339
GO:0003887 IPR013697 K03763
GO:0003887 IPR013697 K21238
GO:0003887 IPR013697 K02340
GO:0003887 IPR013697 K21237
GO:0003887 IPR013697 K02338
GO:0003887 IPR013697 K03506
GO:0003887 IPR013697 K02345
GO:0003887 IPR013697 K02342
GO:0003887 IPR013697 K02341
GO:0003887 IPR013697 K21037
GO:0003887 IPR013697 K18964
GO:0003887 IPR013697 K14159
GO:0003887 IPR013697 K21314
GO:0003887 IPR013697 K22761
GO:0003887 IPR013697 K02343
GO:0003887 IPR013697 K18963
GO:0003887 IPR013697 K03512
GO:0003887 IPR013697 K02337
GO:0003887 IPR013697 K02332
GO:0003887 IPR013697 K02335
GO:0003887 IPR013697 K14162
GO:0003887 IPR013697 K04479
GO:0003887 IPR013697 K02324
GO:0003887 IPR013697 K02326
GO:0003887 IPR013697 K02330
GO:0003887 IPR013697 K10981
GO:0003887 IPR013697 K02334
GO:0003887 IPR013697 K02323
GO:0003887 IPR013697 K02319
GO:0003887 IPR013697 K16618
GO:0003887 IPR013697 K02325
GO:0003887 IPR013697 K02344
GO:0003887 IPR013697 K02346
GO:0003887 IPR013697 K02322
GO:0003887 IPR013697 K18942
GO:0003887 IPR013697 K21923
GO:0003887 IPR013697 K02327
GO:0003887 IPR002054 K02336
GO:0003887 IPR002054 K02339
GO:0003887 IPR002054 K03763
GO:0003887 IPR002054 K21238
GO:0003887 IPR002054 K02340
GO:0003887 IPR002054 K21237
GO:0003887 IPR002054 K02338
GO:0003887 IPR002054 K03506
GO:0003887 IPR002054 K02345
GO:0003887 IPR002054 K02342
GO:0003887 IPR002054 K02341
GO:0003887 IPR002054 K21037
GO:0003887 IPR002054 K18964
GO:0003887 IPR002054 K14159
GO:0003887 IPR002054 K21314
GO:0003887 IPR002054 K22761
GO:0003887 IPR002054 K02343
GO:0003887 IPR002054 K18963
GO:0003887 IPR002054 K03512
GO:0003887 IPR002054 K02337
GO:0003887 IPR002054 K02332
GO:0003887 IPR002054 K02335
GO:0003887 IPR002054 K14162
GO:0003887 IPR002054 K04479
GO:0003887 IPR002054 K02324
GO:0003887 IPR002054 K02326
GO:0003887 IPR002054 K02330
GO:0003887 IPR002054 K10981
GO:0003887 IPR002054 K02334
GO:0003887 IPR002054 K02323
GO:0003887 IPR002054 K02319
GO:0003887 IPR002054 K16618
GO:0003887 IPR002054 K02325
GO:0003887 IPR002054 K02344
GO:0003887 IPR002054 K02346
GO:0003887 IPR002054 K02322
GO:0003887 IPR002054 K18942
GO:0003887 IPR002054 K21923
GO:0003887 IPR002054 K02327
GO:0003887 IPR022634 K02336
GO:0003887 IPR022634 K02339
GO:0003887 IPR022634 K03763
GO:0003887 IPR022634 K21238
GO:0003887 IPR022634 K02340
GO:0003887 IPR022634 K21237
GO:0003887 IPR022634 K02338
GO:0003887 IPR022634 K03506
GO:0003887 IPR022634 K02345
GO:0003887 IPR022634 K02342
GO:0003887 IPR022634 K02341
GO:0003887 IPR022634 K21037
GO:0003887 IPR022634 K18964
GO:0003887 IPR022634 K14159
GO:0003887 IPR022634 K21314
GO:0003887 IPR022634 K22761
GO:0003887 IPR022634 K02343
GO:0003887 IPR022634 K18963
GO:0003887 IPR022634 K03512
GO:0003887 IPR022634 K02337
GO:0003887 IPR022634 K02332
GO:0003887 IPR022634 K02335
GO:0003887 IPR022634 K14162
GO:0003887 IPR022634 K04479
GO:0003887 IPR022634 K02324
GO:0003887 IPR022634 K02326
GO:0003887 IPR022634 K02330
GO:0003887 IPR022634 K10981
GO:0003887 IPR022634 K02334
GO:0003887 IPR022634 K02323
GO:0003887 IPR022634 K02319
GO:0003887 IPR022634 K16618
GO:0003887 IPR022634 K02325
GO:0003887 IPR022634 K02344
GO:0003887 IPR022634 K02346
GO:0003887 IPR022634 K02322
GO:0003887 IPR022634 K18942
GO:0003887 IPR022634 K21923
GO:0003887 IPR022634 K02327
GO:0003887 IPR022880 K02336
GO:0003887 IPR022880 K02339
GO:0003887 IPR022880 K03763
GO:0003887 IPR022880 K21238
GO:0003887 IPR022880 K02340
GO:0003887 IPR022880 K21237
GO:0003887 IPR022880 K02338
GO:0003887 IPR022880 K03506
GO:0003887 IPR022880 K02345
GO:0003887 IPR022880 K02342
GO:0003887 IPR022880 K02341
GO:0003887 IPR022880 K21037
GO:0003887 IPR022880 K18964
GO:0003887 IPR022880 K14159
GO:0003887 IPR022880 K21314
GO:0003887 IPR022880 K22761
GO:0003887 IPR022880 K02343
GO:0003887 IPR022880 K18963
GO:0003887 IPR022880 K03512
GO:0003887 IPR022880 K02337
GO:0003887 IPR022880 K02332
GO:0003887 IPR022880 K02335
GO:0003887 IPR022880 K14162
GO:0003887 IPR022880 K04479
GO:0003887 IPR022880 K02324
GO:0003887 IPR022880 K02326
GO:0003887 IPR022880 K02330
GO:0003887 IPR022880 K10981
GO:0003887 IPR022880 K02334
GO:0003887 IPR022880 K02323
